mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index,boundary,seed,value,exact,abs_error,std_error,sample_variance,samples_used,mean_steps,diverged,epsilon,walks_per_point,star_queries,fast_only_star_queries,exact_star_queries,is_valid,dataset,walks
spot,original,13,3,0.3,0.6,-0.912184596,-0.00910327863,-0.993070602,0.30326479329510475,0.020335218043078578,0.000170223696099604,1.3101614392406375,0.9369941467651626,0.03778034132824718,61,neumann,54577,-1.90169823,-1.9143585,0.012660265,0.0312447641,0.249916226,256,29.3632812,0,0.0001,256,7517,6870,647,1,part1_neumann,256
spot,original,14,3,0.3,0.6,-0.068530038,-0.673536301,-0.972919762,0.33912904798506927,0.03219768846630805,0.00040072934001033765,1.6086102534695708,0.8619300676090929,0.026125280801135225,62,neumann,54577,-1.74356735,-1.71498609,0.0285812616,0.0334819891,0.286987185,256,44.296875,0,0.0001,256,11340,10391,949,1,part1_neumann,256
spot,original,15,3,0.3,0.6,0.892485678,-0.334756792,-0.970480621,0.3520682783345401,0.021646589595916532,0.00018793305818622777,1.3488876159250742,0.9073204352799696,0.03394031784083477,63,neumann,54577,-0.400937945,-0.412751734,0.0118137896,0.025349427,0.164503932,256,31.4492188,0,0.0001,256,8051,7387,664,1,part1_neumann,256
spot,original,16,3,0.3,0.6,-0.445440233,-0.512588978,-1.09207916,0.343660393777046,0.02281579995656108,0.00020059345183392604,1.4900160407917937,0.8634564646493241,0.017782579688020366,64,neumann,54577,-2.05078101,-2.05010843,0.000672578812,0.00839753915,0.0180527791,256,18.5546875,0,0.0001,256,4750,4176,574,1,part1_neumann,256
spot,original,17,3,0.3,0.6,1.04090881,-0.959117949,-0.900246501,0.4409895692146173,0.022345924013783186,0.00020680801356201474,1.261685757137703,0.9443552254863751,0.04176161429205257,65,neumann,54577,-0.847208917,-0.818455637,0.0287532806,0.0152537879,0.0595655777,256,25.453125,0,0.0001,256,6516,6017,499,1,part1_neumann,256
spot,original,18,3,0.3,0.6,0.508168161,0.932179272,1.03443682,0.3428796905199765,0.0184729059450083,0.0001282766535853116,1.704804620267976,0.8312955800401032,0.004028716907748049,66,neumann,54577,2.48140526,2.47478437,0.00662088394,0.016379131,0.0686786398,256,29.2890625,0,0.0001,256,7498,6895,603,1,part1_neumann,256
spot,original,19,3,0.3,0.6,-1.07519734,0.295643717,0.292442024,0.30050918623128214,0.022933394970668552,0.0002084984207876457,1.4484503097738184,0.8934499544503105,0.0009303582832220029,67,neumann,54577,-0.493596673,-0.487111628,0.00648504496,0.0143934954,0.0530362129,256,27.6328125,0,0.0001,256,7074,6427,647,1,part1_neumann,256
spot,original,20,3,0.3,0.6,1.07365608,0.520933807,0.297249645,0.30737171462643553,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,68,neumann,54577,1.91704726,1.89183962,0.0252076387,0.010813185,0.0299327951,256,22.53125,0,0.0001,256,5768,5234,534,1,part1_neumann,256
spot,original,21,3,0.3,0.6,-0.920687139,1.02949703,0.914340615,0.446948846906607,0.018470434194434403,0.0001318686565831321,1.6142281255036321,0.8615211954273273,0.0026838160273285525,69,neumann,54577,1.01102328,1.02315044,0.012127161,0.0202038419,0.104497977,256,27.3515625,0,0.0001,256,7002,6385,617,1,part1_neumann,256
spot,original,22,3,0.3,0.6,0.95033592,-0.724874735,-1.05828142,0.4473671547042197,0.02938402773471363,0.00033125239973286327,1.641194248040615,0.8531271279907466,0.056581775385602016,70,neumann,54577,-0.815576553,-0.832820237,0.0172436833,0.0120954523,0.0374527909,256,22.453125,0,0.0001,256,5748,5264,484,1,part1_neumann,256
spot,original,23,3,0.3,0.6,0.849369705,-0.815406382,-0.964401364,0.4030956554769854,0.029433766273745502,0.0003255127881759687,1.743836575699251,0.8276117477026216,0.05294013760251056,71,neumann,54577,-0.948468089,-0.930438042,0.0180300474,0.0259232763,0.172036156,256,26.9648438,0,0.0001,256,6903,6327,576,1,part1_neumann,256
