mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index
spot,original,2,3,0.3,0.6,-1.0569484281296668,0.7305268488603072,0.3896144499001848,0.31734426583740233,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,50
spot,original,3,3,0.3,0.6,0.33737563082698974,-0.9615758224293864,-0.9317162903940726,0.34534861012876655,0.026521654904364964,0.00027901996482633697,1.5374644540541678,0.8896178577646333,0.08172978123605286,51
spot,original,4,3,0.3,0.6,-1.0353236613499486,0.6594524947883988,0.9732493385760885,0.3851394886497351,0.018629569591262163,0.000131030850199465,1.5563862843888698,0.8418309860088862,0.003339470877122349,52
spot,original,5,3,0.3,0.6,0.9663651533350865,-0.9964196390066169,-0.4550530355761353,0.3211009756152985,0.023402372733308953,0.00021897979294485299,1.4895369864609735,0.8971594363215551,0.032058188308736225,53
spot,original,6,3,0.3,0.6,-0.9167147184256023,0.13054049689145897,-1.0994245964972476,0.3140100035653038,0.020335218043078578,0.000170223696099604,1.3101614392406375,0.9369941467651626,0.03778034132824718,54
spot,original,7,3,0.3,0.6,-1.0348578236101265,0.8671313243748164,0.6838103144084213,0.40341126983687003,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,55
spot,original,8,3,0.3,0.6,-1.0779965406574272,0.48943782918101997,-1.064295284183714,0.3589900860330583,0.02140862599871577,0.00018631618649608922,1.319787583770321,0.922568143201475,0.018680380757465476,56
spot,original,9,3,0.3,0.6,0.06153985625854319,-0.8169834657632926,-0.9152600696217528,0.327297088106858,0.027847932808816468,0.0003035884818781358,1.5463101685346603,0.8772123902652086,0.04692594241115781,57
spot,original,10,3,0.3,0.6,-1.0165471554524292,1.0390169737175885,-0.8067997980622366,0.32921880741358517,0.01498464591864631,9.626174610655213e-05,1.1257676085946298,0.9869645682828632,0.10497613785131377,58
spot,original,11,3,0.3,0.6,-0.8011001877916635,-0.33534751405110663,-0.8746892895349146,0.3131839373954329,0.021646589595916532,0.00018793305818622777,1.3488876159250742,0.9073204352799696,0.03394031784083477,59
spot,original,12,3,0.3,0.6,-1.0078099647767862,-1.0442654796136503,-0.9684827893121973,0.46329421043412394,0.022345924013783186,0.00020680801356201474,1.261685757137703,0.9443552254863751,0.04176161429205257,60
